stock,volume
NBR,157749
EQM,12618
EQL,619
NBY,100
VSB,127
EQS,14
EQR,78014
EQU,40628
EQT,37502
MELA,42911
SONA,200
VSH,9711
SHNZY,107
EQY,76493
LTS.PR.A,1
VSI,8810
NCA,2608
RF.PR.A,966
MELI,14688
VSR,700
ERB,131981
NCI,2661
ERA,2533
VSS,3803
ERC,39813
DKSC,10000
SONC,5896
TUWLF,35
ERF,14476
JDST,9266
NCP,2633
ERH,2378
QQXT,377
NCO,85
GLLA,1500
ERJ,20164
NCR,36288
ENVI,8465
NCQ,13589
NCT,19762
JDSU,121426
NCS,8511
UMDD,3123
BURBY,1500
NCV,11876
MYBUF,85
VTA,46298
TRSY,117
NCZ,40453
SOPW,111425
ERS,22
VTG,9307
ERX,24315
VTI,298243
TRTC,368030
ERY,40047
TARO,895
ASML,47427
ASMI,29
VTN,8151
MSADY,2570
ESC,17240
PTKFY,297
VTR,94667
MEOH,7229
PCRFY,965
ESE,1098
ESD,4358
VTV,25789
ESI,7665
LFRGY,15
NDP,2427
MRWSY,1546
GLOG,912
ESL,2921
SMDZF,3000
ESS,43352
ESR,4899
NDZ,3230
CYTX,20936
PALAF,6382
TRRU,10560
ABMD,5688
UUUU,600
MENB,300
OTEL,1211
VUG,24195
ESV,62253
SENEA,411
NEA,300
MONIF,360803
CYTR,272941
NEE,101816
VPIG,1000
WFIFF,100
ETB,4213
CYTK,2098
PALAY,2306
CHRW,65262
NEM,824669
ETE,13228
NKG.PR.D,625
IART,393
TRST,14810
ETH,916
NEO,1299
NKG.PR.E,6
ETG,5364
MENT,4363
ETJ,25750
GLHRF,4000
ASNA,267913
OTEX,11717
NES,4898
ETN,227942
NEV,14607
ETM,567
GLNG,16576
NEU,1851
ETP,40686
ETO,6223
ETR,80223
VVC,8570
PFIS,975
TRUX,400
ETV,26020
VVI,160
ETX,2505
ENZY,1266
ETW,26255
BRE.PR.D,1
WBMD,2375
ETY,16835
NHTB,1000
GLPW,1120
NHTC,2425
NFG,6577
LBND,75
VPLM,58240
NFJ,38897
VVR,81359
IRWD,17631
NFO,1743
TAUG,6000
EUM,280326
CHSP,4177
EUO,108677
CHSO,250
ENTCF,31430
EFII,7960
NFX,70652
FILL,20
BNCN,3939
RLOC,12
BNCM,2
TAST,23
NGD,272276
BNCL,429
TASR,33759
ASPS,3265
NGE,200
SBMFF,200
VWO,2098292
NGG,19316
BVSN,250
SORL,1105
NGL,19398
LBMH,8400
EVC,38670
BNCC,1100
EVF,6309
SXCP,1498
PEGFF,2231
OCFC,5
EVG,5724
EVJ,345
ARWJF,1000
EVI,225
EVK,200
NGS,1471
ENZL,552
EVN,1200
CHTR,91635
EVM,113
SGBI,1075
ENZN,47928
NGX,5
CHTP,194536
GLPI,15920
EVO,3100
EVR,1316
NGZ,100
MFCSF,500
EVT,19113
AMP.PR.A,661
EVV,6372
VXF,10768
NHC,3253
MNDO,298
AKAM,43572
EVY,1183
WMMVF,4846
XNCR,1919
NHF,37765
NHI,10680
EWA,251583
TRXC,1311
EWC,13851
SOUP,1050
EWD,28264
EWG,305530
WMMVY,3106
BERY,5903
SOUL,180414
EWI,24141
BERX,883
CHUY,2167
FRAK,3192
EWH,100718
VXX,864110
EWK,101283
NHS,655
FRAN,5937
EWJ,1076392
VXZ,4053
OCIR,100
EWM,127353
EWL,70154
PFLT,113
HOKUQ,2896
SGEN,24332
EWO,3269
EWN,28406
EWQ,33502
EWP,48800
OCIP,2000
EWS,78521
FINL,20957
EWU,116717
EWT,313797
EWW,187283
HOTR,5000
EWV,19874
NIB,2759
EWY,317873
EWX,2889
NID,4852
TIKRF,33
ASRV,346
EWZ,1007707
FINU,326
ZTHO,357
VYM,27143
NIE,7677
EXA,2
FINZ,700
EXD,15978
EXC,246901
DCIX,9739
NIM,70
NHUR,1
EXH,6201
NIO,10753
EXG,76334
OTIV,25322
EXI,2217
NIQ,2001
EXL,2092
GLRE,6049
EXK,186562
BEST,50
EXP,5112
MERR,10000
EXR,16100
SGDH,21000
MERU,4695
BNDX,2016
EXT,1107
GLTR,3452
BNFT,1366
MYTAY,821
SNYFY,1590
CHXF,301
TAYC,111
CMCXF,200
SBMRY,314
FRCN,250832
NJR,13282
LSTG,7295
ATLKY,106
MNGA,1004
GLSO,9920
CHYR,686
PEGRF,200
NKA,400
HOVU,200
NKE,205460
PMOIY,28
ORKLY,500
AKRRF,250
EZA,8842
DTLK,47
METR,305
FRBK,300
EZJ,490
CPMCF,6126
PFMT,1975
TAXI,6964
EZM,6999
ASTI,323411
PWOD,4
RDCM,14176
NKX,244
SGTPY,394
CHXX,481
DOLHF,10000
NKY,16334
ASTE,119
ASTC,6012
EZU,124687
CIHKY,2057
EZY,6
FISV,15521
ABTL,1535
EWRI,104
FRED,7174
LKEN,2500
EWRL,10400
GTPPP,9
FREE,683400
EWRM,70
FITB,151146
EWRS,661
VPRT,4233
NLS,2321
NLR,283
BCDRF,300
JMPB,175
DCLT,200
NLY,613352
PWRD,3924
GDGI,101400
PFPT,15148
NMB,2
NMA,7231
WSTC,323
GLUU,82925
COF.PR.P,6463
FABK,4610
LSTS,2600
LSTR,23
WSTG,4240
DCNG,136
GLUX,2000
QABA,4062
NMI,100
NML,9375
NMM,9004
NMO,8393
SOXS,10047
NMR,12462
VELTF,47824
NMT,40
SOXL,16227
UMNG,1015000
LBSR,80439
TKRFF,2000
FISI,413
NMZ,19612
SOXX,21060
NMY,1492
WSTL,7695
RDEN,366
TTCNF,544
ROIAK,5942
OCLR,22501
OCLS,6579
NNA,24920
NNC,484
DCOM,769
MET.PR.B,3694
PEXNY,4605
SCHW.PR.B,3132
NNI,742
MET.PR.A,1736
NNJ,422
NNN,48092
FRGI,3627
RDHL,2004
GLYE,2000
EFSC,720
NNP,200
FIVE,4404
HRUFF,200
NNY,2
PODD,3856
MNKD,205029
VYEY,125
NOA,1645
NOC,39315
UBIQD,280
LKFN,2524
QNTQY,9
NOG,57740
FITX,14402932
PWRM,1771928
TUWOY,52
GUID,2819
EWSI,294500
QADA,6
NOK,1016266
DISCA,35427
HBEXF,8000
ABWG,5014
NOR,8919
EWSS,206
NOV,52635
DISCK,23124
NOW,74992
WAC,22811
FRFS,52000
KPTI,6819
WAB,11882
WAG,198977
UMPQ,12965
WEFIF,6600
WAL,6341
NPD,600
NPF,120
NPI,6122
DTSI,20
NPK,161
ISBC,14491
GULF,1329
NPM,3279
WAT,11264
NPO,345
PFTI,4999
NPP,100
QIWI,22202
SGMO,63672
PLCSF,29500
DTST,10000
BHKLY,3
ISBH,6000
ASYS,483
NPT,12855
NPV,236
NPY,2396
WBC,1392
SGMS,1484
WBK,12468
DTRC,20
NQC,16877
DMNKF,462
IPHYF,2000
CMCSK,14904
FAB,3974
NQJ,2774
NQI,2
FIVZ,497
FAD,2
FAC,914
WBS,14585
DTRK,58
PFSI,311
FAF,22466
NQM,12854
SGLB,180812
NQS,6663
FAN,12694
CMCSA,798423
FAM,9094
NQU,7019
WCC,4652
RLYP,1125
DLBS,500
FAS,122805
WCG,7132
QRHC,1000
JBAXY,14200
NECAE,1115000
FAX,51096
GKNLY,1102
FAZ,308609
WRI.PR.F,161
PFSW,1
NRG,70403
NRF,476745
WCN,6215
FBC,3360
OTTR,434
ZLCS,4802
BNNY,819
UEEC,550
FBG,2084
NRO,2800
BCS.PR.D,5927
TSCO,17770
BCS.PR.C,574
SGTZY,200
NRP,5112
BCS.PR.A,1588
POGS,500
SGOC,850
TBBK,349
BNNP,300
NRT,3730
CQQQ,3597
GUNR,1342
IBCA,725
FBP,9098
FBR,28044
WDC,72107
NRZ,10872
SGOL,2667
OLED,66519
FBT,9271
IBCE,24
HGPI,10
IBCB,96
VRSEF,6000
MOG.A,2267
IBCC,200
HL.PR.B,101
NSC,22554
FBZ,6
EFUT,3600
WBXU,1500
NSH,1171
WDR,13018
FCA,201
STRNY,600
NSL,10896
EONGY,16437
FCF,7188
NSM,3133
KHGT,20000
FCH,26359
ISCA,28
NSP,2394
FCG,25937
NSR,20644
DCTH,65137
NSS,1
FCN,3637
NSU,18325
WEA,1934
FCO,200
WEC,61218
ISCO,68659
FCT,100
FCS,4570
DLR.PR.E,298
FCX,588813
DLR.PR.F,158
DLR.PR.G,580
SGNT,1739
NTE,24321
OCRX,2742
HOCPY,23
TSEM,4628
NTG,9675
WEN,79969
PFXF,313
NTI,12286
FRMC,162803
WES,8882
DLGC,3500
NTK,4
RGARF,1000
HPP.PR.B,460
FRME,332
FDD,9448
NICK,411
NTN,240
FDI,939
WEX,1016
EWZS,3821
NTS,173
FDM,1238
CICN,5
NTT,1489
FDL,17084
FDO,36083
FDN,201092
FDP,2511
NTX,2782
XNPT,823
CICI,6000
DCUB,500
FDS,18097
WFD,26
DCUA,8005
WFC,1048586
NTZ,544
FDT,1842
SPCB,22151
KWIPF,500
FDX,183403
NUC,1221
RDNT,1200
NUE,31641
WFM,32225
ACSEF,1000
NUJ,1119
FIZZ,262
IBCP,1578
WFT,107778
NUM,5580
DBEXF,30
SPAR,2430
FEI,3475
CZFC,300
NUS,18326
FEN,5136
NUV,13152
FEM,4843
BFAM,1717
FEP,13690
WGA,100
CIDM,4300
FEO,1740
NUW,865
IBDA,202
FET,3179
FES,3533
FEU,17269
FEX,4460
SPBC,300
NICE,7794
FEZ,139524
IBDC,427
NVC,1086
TNSGF,210
OCTX,394
WGL,6422
WGO,5999
NVG,17
MWAR,62
FFA,10218
DLIA,2595
GURE,35793
WGP,2720
FFC,5657
AKPB,4975
NVO,13648
FFG,1144
ROICW,4538
NVS,65997
DTYS,464
ISHG,1052
SGLFF,1
NVR,6653
UEIC,2762
NVY,90
GURU,66930
CIEN,65834
NVX,9383
FFR,96
RMAX,1661
WHF,84
LHPTD,4000
FANG,3687
WHG,314
OLIE,110461
NWE,918
SCPZF,1000
WHR,23789
CFC.PR.B,4104
BWEN,8995
NWL,20692
FGD,8454
FRC.PR.E,982
GDOT,26247
NWN,2619
XIDEQ,19898
DASTY,2143
WHX,410
CFC.PR.A,584
FRNK,26
WHZ,14328
FGL,1116
NWS,19881
FGM,516
WIA,7810
FGP,9861
WFREF,500
SPCO,3000
NWY,10500
GMAN,173
ATAX,4101
DASTF,550
HGSH,79449
MNRO,821
SPDC,10809
ATAR,3400
FRC.PR.D,1
CIFC,16
WIN,170196
MNRK,2824
FRC.PR.B,6854
WIP,4904
FRC.PR.A,489
OCPNY,6
NXK,700
NXJ,2302
MNTX,4549
NXM,93
RUSHA,5905
JW.A,6620
WIT,8357
WIW,8745
XWES,555
BYDDF,1023
RUSS,375
NXQ,5501
ATCH,4000
WIX,20579
NXP,3811
NXR,5205
ACAS,66305
ACAT,799
CELTF,10000
FHN,29134
RMCP,10900
LCAV,200
URPTF,1304
NXZ,886
RBCAA,288
AAUKY,2182
RUTH,10930
NIHD,151361
HPGS,24500
FHY,765
BFDI,2000
SPGH,5510
NYC,116
WFC.WS,21507
NYF,24
IBII,500
ACAD,18743
NYH,110
IBIO,1063
FIF,400
SGTB,250
FIG,22858
MNST,48901
FII,12123
NYT,103355
SGTN,120
BYDDY,500
NYV,2
RMBS,19880
MNTA,2896
FIO,142090
AKRX,14923
ISIL,323482
MNTG,145
FIS,27420
ABGLF,100
GMCR,87288
FIX,2413
WTBA,796
FIW,2530
ISIS,17228
PCRTF,200
SPEX,60674
RMCF,1110
RUSL,200
NZF,4431
SPFF,5919
LTBR,2300
NZH,11499
ELUXY,102
EONC,140
SPHQ,4308
ISLE,260
BAYRY,4439
EXAR,471
EXAS,46945
EOPN,863
GRDLY,20
ACCU,331
WLB,551
FJP,537
COCBF,1000
AKSY,201
FARE,16300
ATEC,89
ACCO,32339
ATEA,300
POPE,115
MLYBY,235
WLH,756
GMFS,350
TSLA,481799
IBKC,959
ACCL,3142
WLL,62048
FARM,975
WLK,7599
FARO,5327
WLP,93604
TSLF,100
WLT,379131
NOKBF,700
RDSH,3000000
GMED,22059
PUK.PR.A,1
NRCIA,4
FKO,2152
WMC,23102
WMB,147528
FHN.PR.A,251
ACDU,435000
DLLR,117804
FKU,1875
SPHB,3974
TBIO,1450
WMK,149
GMET,1400
EXAC,1422
EXAD,3088
POOL,4254
KDDIY,7158
FLC,2773
OSHWQ,1000
WMT,745522
EXAM,2662
SPHD,8687
WMW,974
KYTH,829
ACFC,600
IHLDY,128
FLM,4
FLO,25483
QASP,998590
FLN,600
CENTA,74
FLS,40750
FATE,20505
WNC,6717
FLR,37832
SGYP,89093
EGBN,744
FLT,343885
ACET,44166
NILE,1093
FLY,12332
STAR.PR.G,1000
CABGY,27
WNR,71886
ATNAF,300
FMD,211
FMC,36124
WNS,598
FMF,1328
DLNG,3800
IBKR,14356
WTER,96721
FMI,209
LFDEF,2500
FMK,2
FMN,3869
SPIL,22365
ATHM,29293
ATHN,2896
FMO,8475
ATHL,5687
IFNNF,20000
FMS,6968
EGAN,15
FMX,7419
WTFC,2831
MWIV,1072
CZNC,5
EGAS,2389
ACFN,6756
BELLY,260
BFIN,10
IFNNY,47300
FNB,18865
WOR,5947
RMGI,5
FAST,69168
TRQ.RT,373402
FNF,177038
FNI,535
CINF,5418
SPLV,23514
FNK,2012
EGDD,20000
SPLS,2331507
SCBFF,216
ACHC,888
POST,9279
SPLP,201
NIMU,15000
FNP,28645
WPC,6220
TBNK,1611
SBGSY,385
FNV,48829
IBOC,583
FNY,218
FNX,1830
BWLD,5097
CIMT,24737
WTII,1750
WPP,14028
NINE,500
POTG,6353
ACGL,8060
UVSP,166
ASBFY,17
WPT,303
ACGI,500
WPS,287
FOF,2583
EXFO,6090
FOE,11904
ATHX,147910
WPX,154804
JERT,10001
WPZ,15862
DLPH,25003
TAOIF,324
UNAM,200
LPRIQ,50000
FOR,2714
AXS.PR.C,114
AXS.PR.D,2278
POSC,30
RDWR,10869
ISON,14310
IBND,9952
FOX,138724
GDXJ,120981
AMIEQ,8
UEPS,7915
FPA,1640
LTHU,114924
ACHN,50811
OAK,2830
FAUS,206
FPE,8074
SPLK,203922
EXEL,52178
DUBL,10000
FPF,2500
MAYGF,12600
OAS,112743
MFLX,326
FPO,2270
HPOL,7673
SPNS,1815
ISRL,12
WRB,3868
FPP,100
WRD,1241
CRAI,717
TSRA,10837
SFTBY,3985
GMLP,8424
FPT,5048
WRE,25304
ACIW,2074
WCIC,313
FPX,20179
WRI,20490
TSRI,100
WRN,1688
BFLS,100
DLTA,1000
SFTBF,1128
ISSC,536
ACIM,1232
STTYF,200
TSRO,140707
VWSYF,2246
DDDC,8600
BECVY,100
WHITF,950
CRBO,6000
TSPT,100
ATLS,15101
NRTLQ,1881
ATLO,620
CFR.PR.A,100
PXFG,700
IKAN,6700
WSH,24735
HZNSF,100
WSM,210663
TBOW,5500
WSO,3161
FRA,980
SPNC,9350
ATLC,218
FRC,14814
WSR,11938
CRAY,21366
WST,4625
FRD,285
YINN,13916
PGEM,2550
CCHJW,21
OCN,115172
FRF,2823
ISRA,1026
FRI,4
ISRG,16183
OCR,41184
DDCC,1125
FRM,10057
FRO,211377
FRN,3886
ZLTQ,11299
FRP,7511
FRS,12
CRCL,100
FRT,6277
DDDX,959
ATML,172179
WTI,19759
FRX,54367
EGHT,6728
CAAS,5878
ODC,10
WTM,515
ATMI,3257
WTR,30126
WTT,117
FSD,2987
FSC,22649
WTS,2832
APAJF,1254
YNGFF,15648
ODP,928375
WTW,53011
FSI,100
FSL,19158
LTNC,53557
SYBT,1518
ANTUF,3550
YIPI,2500
ATNY,12
FSM,14540
CACC,117
CRDS,4538
ISSI,1097
FSP,9807
CACB,874
EMITF,9250
CISG,12880
DLTR,481665
FST,91880
FSS,10512
BELFB,559
SYAI,5333
MFNC,30
FSZ,244
ATNM,245
SPPI,2904
ATNI,16
OEF,9719
CRDC,4990
POWL,10
FTA,3024
NRBT,10500
OEH,8938
FTC,2240
POWI,5007
CABN,5200
FTD,816
ACLS,38837
BFOR,7410
FTF,4515
POWT,1000
SPPR,150
ISTB,994
FTI,18053
UNFI,7089
SPPP,42110
FTK,17257
FMCKP,100
POWR,1326
BOBS,120
ACNI,570
FTR,6263331
UVXY,333593
FTT,304
LCNB,507
ATOS,12745
FTY,1202
SPSC,901
OFC,19092
CREG,3320
BOBE,932
CREE,63429
OFG,1533
CACQ,2174
FUD,420
POZN,54248
EXLP,1480
PXLC,1
EXLS,39
HYEM,6174
CACI,5713
ACMP,2451
CACH,495
FUL,688
OFS,956
UMH.PR.A,100
FUN,14455
SSAAY,20
FUR,1101
WWE,16228
YRCW,48156
WWD,7524
EGIL,1000
OGE,19833
CADY,4200
CADX,7143
PGHY,400
BOCH,100
MOAT,12222
FVE,11613
FVD,12172
WWW,65540
FVI,150
SPRT,699
SHBI,3900
SPRO,1800
FVL,1860
IBTX,1104
ODFL,3639
CAFE,4100
DLYT,12250
ALAS,20950
WEIGY,9900
PXMG,15
MODN,11662
PGLA,7998
PGLC,57700
DUKH,988
OHI,44555
AFLYY,20350
PXMV,1
CZWI,300
SHEN,2159
SMGZY,500
ACOR,1581
SNV.PR.C,561
FWM,10506
LNCYF,3123
CRD.A,185
MFST,4900
PGLO,7224
HYGS,4506
ANCPA,2000
CRD.B,111
HEINY,3800
RVBD,38203
IKGH,300
HPTO,1486
COSWF,1475
CMA.WS,39769
UNIS,11646
SPHRY,14
OIA,7597
PXLG,10
JGCCY,1528
MOCO,447
ATRS,56270
WYN,166122
HPTX,1041
FXA,5276
OII,318027
ATRO,1236
OIH,99273
VLCCF,8415
FXC,3110
SYEV,20698
MFRM,10330
ATRM,301
FXB,2434
SPTN,3858
LTPZ,131
FXE,23114
OIL,45831
FXD,4415
REAC,2200100
FXG,8201
MFRI,16475
ATRI,26
FXF,5344
FXI,1235848
WYY,39438
PXLW,20495
FXH,16902
ACPW,4195
PXLV,100
OIS,6442
CENJF,13056
ATRC,975
EXMT,1680508
EGLE,75879
FXL,18420
FXO,8012
FXN,1542
BODY,716
CAFI,6193
FXP,34227
FXS,20
FXR,10332
VLKPY,1848
FXU,33889
FSBW,750
ALCS,800
FXY,34976
CRIS,31983
MOFG,795
EXPD,39325
EXPE,25262
FXZ,1757
ALCO,3
ACRE,2155
NRIM,307
DRETF,1364
EYUBY,100
BOFI,8156
REDG,45350
FYC,1132
EXPO,698
REDF,200
HYII,3928879
LTTC,10000
EXPR,56252
RMTI,77482
ATSG,1472
GMUI,100
CVXHF,1000
WTSL,31852
QBAK,20
SPWR,72990
FYT,3187
ALDW,6004
FYX,2022
APAGF,174
OKE,21124
MFTH,1000000
ATTU,6729
OKS,8984
ACRX,26554
FSBK,160
RECN,1905
NAGS,60
JNMB,2
TSYS,4990
YARIY,2000
TSCDY,62297
GEFI,600
ALEX,1405
ZUMZ,3405
EPAX,3009
LTUM,1500
EPAY,1536
LGL.WS,2500
EGPT,2458
RVGD,47
VIAP,17500
NZTCY,24043
ACTG,3861
VIAS,138
SPYG,800
ACTC,1000649
OLN,78576
USB.PR.H,1925
OLP,1413
REFG,7502
REFR,30121
RAS.PR.A,500
USB.PR.N,1820
USB.PR.O,201
SPYV,599
USB.PR.M,569
ACUR,8468
OMC,36831
PGNX,83411
BZQIY,500
OME,4128
CAKE,8282
OMG,2204
EGOV,8810
OMI,15685
OPHLY,7
BOIL,24100
OMN,3637
BIOYF,3000
REED,8386
DUNR,202
SPXL,115093
WLDN,700
EPAM,3039
ALFA,4295
ATVI,181059
GLCNF,600
VIAB,78722
SPXU,348320
SPXS,110232
ACTS,812
CALM,2029
CALL,4125
ONB,3024
NEWEN,353
MOJO,1200
VOLVF,3000
HYMB,1658
CALI,500
ALGT,244
ONE,9095
WCUI,10700
CALD,8691
CRMT,2220
VICR,167
ALGN,7457
FSGI,166
RNR.PR.C,52
PXSV,808
VIDI,100
ONP,50
RNR.PR.E,400
LTXC,7943
EXTR,52052
VOLVY,3420
CRMD,31285
OMAB,1813
SYMC,167649
UNQT,900000
ZB.PR.H,527
ZB.PR.F,240
ZB.PR.G,165
PPBI,37
ARR.PR.A,2778
JNPR,197164
ZB.PR.A,1541
ARR.PR.B,702
CAMH,20000
SYKE,239
AKBTY,7857
ACWI,76806
CRNT,4181
HYLD,14074
EXSL,1000
PPBV,31000
BRRAY,190
REGI,9649
VICL,42839
CALX,359
LCUT,64
BOKF,1155
FSFR,54
SYLD,7925
XAA,1
VCISY,2958
WLFC,327
TKMR,775
REGN,24484
PXSC,1
DDOO,100
CANN,1972
SYNM,10582
ZFSVF,52
SYNL,637
FSNMQ,1
CROX,353218
XAR,1583
CANF,2700
PGTI,14825
ACXM,6539
BOLT,214
OPK,313441
SYNT,798
CROP,2
NANO,3021
SHMN,25000
AMH.PR.A,250
VIFL,3383
ALIM,1451
DUST,412272
MPUCF,2000
BMSPF,10000
CLASF,41500
OPY,584
NANX,4000
CAMT,21146
NBG.PR.A,1301
CROC,475
ACWX,1800
CAMP,65695
XBI,10930
SSREY,400
ICAD,1000
ACWV,3351
PGSI,1000
GAB,67443
NAMG,27509
VGMNF,561
DDMGQ,641
AROSF,500
SHLD,60491
GAF,570
MMTIF,30143
SHLM,4978
GAM,2588
GAL,452
ACYD,642635
SYMX,6300
GAS,15168
EGTK,700
CANV,160
SZEVY,202
REIS,10
SYNC,5640
SYNA,92507
ORB,7326
SHLO,3572
ORA,1002
GAZ,5260
OUTR,15136
ORC,1000
CAPP,100
GGN.PR.B,100
EXXI,80789
XCO,70654
BONZ,1896500
MHR.PR.E,1500
ORI,44575
XONE,34097
EPHE,35984
GBF,255
ORN,516
BONU,1953138
ORM,2152
MONT,6530
BONT,160113
ALKS,16772
CAPC,1000
ICBT,200000
SYPR,2500
PGVI,1
ICBU,500
GBL,831
TCBI,6710
SHOO,5163
RELL,425
GREEF,85090
GBR,775
OMED,2500
MHR.PR.C,434
MHR.PR.D,55
RELV,502
BOND,39984
GBX,11960
SHOR,74899
TCBK,318
BONA,742
SHOS,612
XOMA,76826
ECTYQ,409
OMCL,6518
BMBLY,1
QSII,4450
GCA,17162
GCC,3552
OSK,8813
UFCS,3142
FBHS,34021
YANG,17062
RVLT,68036
GCI,54317
OMCM,30000
GCH,814
ALLT,7583
UNTD,1705
CRRS,7006
EPGL,20000
GCO,10417
BOOM,2844
JNUG,27330
CSNVY,1
XEC,45337
UNTK,25
TCAP,3347
ALLE,16782
GCV,1499
XEL,52938
CRRC,1645
AFSI.PR.A,201
TTEK,6297
SONVY,100
CARO,500
GENT,27406
TTEG,79
SQBG,234
XES,6816
GDF,4056
VIIX,5029
RENG,2000
VIIZ,90
EANRF,6000
GDL,428
SUI.PR.A,200
EGYF,200
CARB,262
GDP,39899
HYSR,461884
GDO,282
RENN,50673
GDV,4599
GDX,3136017
ALME,4300
PPJE,286000
RENT,157
CAST,3000
PPHM,61227
CASS,305
GEB,1179
GEMS,34
CASM,1000
ALNY,11748
GEF,1833
SHPG,15625
ITEC,2502
GEH,200
CASH,639
GEK,3807
CYN.PR.C,10
CRTX,510
OMER,4803
GEL,4741
CYN.PR.D,280
GEO,31238
SHPR,1267
FSLR,177808
GEQ,3517
EPIQ,439
GENE,1440
GES,17999
OMEX,21101
VIIS,300
CRTO,1022
ITEN,1800
REMX,673
TTEC,1085
CARZ,3105
REMY,5
GEX,936
XOOM,6053
SYRG,1656
SPIHF,200
CARV,1
MDABY,33
CART,300
NJCB,800
MORT,6405
SIMHD,100
BOSC,11039
FBMS,255
NATH,2749
GFA,120985
GFF,3349
CATO,1233
CATM,3859
TTGT,20
CJES,8394
GFI,322476
NATI,2785
GFN,400
ALOT,62
NATL,2545
TOYOF,28
FBNC,6
CRUS,36627
XHB,194362
XHE,817
NATR,871
CHSP.PR.A,394
BORN,23300
CNGRY,192
GNBT,131174
BORK,2000
FBNK,2899
ICGE,1451
CASY,2494
GFY,448
ALOG,810
MGAM,8733
XHS,280
ICEL,2012
GGB,281552
GEOS,496
DDXS,4600
BOTA,700
ALQA,1203
NASB,1021
GGG,6595
GWLIF,158
TLPFY,17
TTFS,4119
LLNW,6149
PRE.PR.D,608
UNXL,104883
GGM,121
SHASF,2500
FSNN,5000
TCO.PR.J,500
BGCP,21007
TCO.PR.K,712
PRE.PR.E,94
OWW,19994
MOQZ,100
GGN,53128
CRVW,200
GGP,162849
CBL.PR.E,753
GGS,7586
HHSE,9500
GGT,1458
CRVP,5307
MORL,31876
VTKLY,240
MORN,960
CRVL,2634
GNAT,2000
CATY,2517
XIN,22900
OXF,100
NGDAF,500
BGCA,53
ICFI,872
NAVG,714
KINS,1650
PPMT,2500
GHC,584
XIV,345193
FSNUY,27
OXM,1535
HQGE,500
RNCH,750
ADAT,5432
GHI,658
GHL,1799
CAVM,10304
GHM,178
OXY,104349
KBXRF,4934
WDAS,172200
GHY,8682
CRWN,6201
MGEE,1232
GIB,31044
VIMC,3015
SYUT,5993
TETAA,88
GIG,10350
GII,928
TTHI,420
ITIC,5
GIM,127221
FSPM,28089
GIL,5073
ALLY.PR.A,106
MOSY,6716
ALLY.PR.B,6104
PPLT,6203
AUDC,19042
WBS.PR.E,317
ITIP,1
GIS,105272
GNCP,322700
SHALF,2500
WUBA,24775
GERJ,18
ADBE,278264
GBOOY,5269
GERN,92016
NAVB,18502
DNIYY,160
GERS,30970
BCEKF,1000
VTSYF,400
HHWW,29
KIPS,1000
OZM,44650
BGFV,1814
LLTC,99183
RETL,644
RNET,1889
FBRC,903
XLB,458572
XLE,425212
GJT,2900
XLG,1480
XLF,841359
XLI,354663
XLK,279542
LLTI,5000
DBOEY,2054
ALSN,33274
ARH.PR.C,1236
FSTA,13347
XLP,358350
ALSK,23319
XLS,30291
VIPS,8400
DMND,3435
LLTP,32000
XLU,572628
KIOR,15677
XLV,1547188
VIOG,5772
XLY,220160
RAS.PR.C,1900
RAS.PR.B,1
ITKG,10000
GMXAY,100
BOXC,480
GKM,202
EPOL,5909
DMLP,687
WDAY,121648
ATUSF,2030
EPOR,5600
RESI,6658
ORFLY,100
FSRV,2095
GETG,1000
ISMAY,51
XME,58559
VIOV,1890
MOVE,1337
RNDY,10723
ALTR,150300
TCEHY,3269
VIOO,3199
CRZO,48021
KIPO,2550
GLD,457749
GEGYF,4110
ALTI,2683
GLF,226
ICLR,3977
VABB,207
GLL,10016
XOXO,885
DFS.PR.B,2131
EPRO,132
XXII,13459
GLP,388
REVO,217857
GLO,4032
GLQ,1207
GLT,3903
KABX,1073750
GULTU,2150
ADES,332
MGIC,1415
GLV,1461
ADEP,43583
ITNS,84025
GLW,285859
SCIXF,100
FSUGY,200
TRC.WS,7
GME,385096
UIS.PR.A,200
ASCMA,353
GMF,1587
FPTOF,20000
GMK,1169
TTLO,150
AAGIY,688
WDDD,2010
GMM,293
GML,822
GEVA,1553
GMO,39349
FSTR,9
CYRBY,4377
MXIM,103426
HLDCY,120
ITMN,23036
ADFS,800
GMT,3034
ICLD,408805
XXIA,11596
GNGR,3000
KIRK,5101
GMZ,5700
GEVO,48688
XON,14290
XOM,523149
XOP,272412
ESLOY,32
TTMI,1744
FBSS,14
GNC,23419
ICLN,119
RNGC,1000
GNE,3360
ADHD,10789
REXI,313
GNI,4553
GNK,82125
KADR,20000
RNIN,996
GNR,3682
VITC,13
ALXA,1200
REXR,334
GNT,13696
FCGYF,100
XPH,824
GNW,169200
DVSPF,200
TPRFF,200
REXX,8218
KRFT,92591
XPO,18868
XPP,4503
DMRC,693
ICON,9192
GOF,992
TTPH,2827
DRGDF,5782
DMPI,2100
BXMT,20514
WDFC,1611
GOM,533
GOL,104771
TTNP,30534
KRED,46175
VISN,9015
DVAX,346868
GNIN,5782
DEAR,13050
UFPI,120
GOV,4723
SALDF,3525
PAA,49768
ITOT,13434
UFPT,43
PAC,50
PPSI,100
PAF,8
JOBS,1806
PAG,8587
PAI,1290
PAL,60736
GPC,3729
MTB.PR.A,100
